date,region,department,expense_type,amount
2024-09-01,North America,Admin,Travel,631.24
2024-09-01,North America,Admin,Software,874.6
2024-09-01,North America,Admin,Professional Services,1110.3
2024-09-01,North America,Operations,Salaries,9436.94
2024-09-01,North America,Operations,Rent,2144.21
2024-09-01,North America,Operations,Utilities,717.02
2024-09-01,North America,Operations,Software,840.66
2024-09-01,North America,Operations,Professional Services,989.52
2024-09-01,Europe,Sales,Salaries,14436.69
2024-09-01,Europe,Sales,Rent,3241.91
2024-09-01,Europe,Sales,Utilities,837.26
2024-09-01,Europe,Sales,Software,1163.55
2024-09-01,Europe,Sales,Professional Services,1190.27
2024-09-01,Europe,Marketing,Rent,3415.98
2024-09-01,Europe,Marketing,Travel,768.36
2024-09-01,Europe,Marketing,Professional Services,1341.2
2024-09-01,Europe,R&D,Salaries,12820.58
2024-09-01,Europe,R&D,Travel,586.12
2024-09-01,Europe,R&D,Software,1074.84
2024-09-01,Europe,R&D,Professional Services,1331.98
2024-09-01,Europe,Admin,Salaries,16042.33
2024-09-01,Europe,Admin,Rent,3924.54
2024-09-01,Europe,Admin,Utilities,965.19
2024-09-01,Europe,Admin,Travel,787.45
2024-09-01,Europe,Admin,Professional Services,1752.03
2024-09-01,Europe,Operations,Salaries,14972.59
2024-09-01,Europe,Operations,Rent,4024.08
2024-09-01,Europe,Operations,Travel,631.56
2024-09-01,Europe,Operations,Software,1340.05
2024-09-01,Europe,Operations,Professional Services,1522.04
2024-09-01,Asia Pacific,Sales,Travel,457.16
2024-09-01,Asia Pacific,Sales,Software,799.59
2024-09-01,Asia Pacific,Marketing,Salaries,11228.74
2024-09-01,Asia Pacific,Marketing,Rent,2185.88
2024-09-01,Asia Pacific,Marketing,Utilities,743.62
2024-09-01,Asia Pacific,Marketing,Travel,461.45
2024-09-01,Asia Pacific,Marketing,Professional Services,1122.84
2024-09-01,Asia Pacific,R&D,Salaries,12295.93
2024-09-01,Asia Pacific,R&D,Rent,2926.25
2024-09-01,Asia Pacific,R&D,Utilities,760.55
2024-09-01,Asia Pacific,R&D,Travel,604.2
2024-09-01,Asia Pacific,R&D,Software,1123.18
2024-09-01,Asia Pacific,R&D,Professional Services,1138.43
2024-09-01,Asia Pacific,Admin,Salaries,10085.71
2024-09-01,Asia Pacific,Admin,Rent,2541.79
2024-09-01,Asia Pacific,Admin,Utilities,727.65
2024-09-01,Asia Pacific,Admin,Software,880.03
2024-09-01,Asia Pacific,Admin,Professional Services,1123.83
2024-09-01,Asia Pacific,Operations,Salaries,11688.23
2024-09-01,Asia Pacific,Operations,Rent,3231.32
2024-09-01,Asia Pacific,Operations,Utilities,841.64
2024-09-01,Asia Pacific,Operations,Travel,656.89
2024-09-01,Asia Pacific,Operations,Professional Services,1089.87
2024-09-01,Latin America,Sales,Salaries,11639.38
2024-09-01,Latin America,Sales,Rent,3265.98
2024-09-01,Latin America,Sales,Utilities,913.73
2024-09-01,Latin America,Sales,Travel,655.96
2024-09-01,Latin America,Sales,Professional Services,1148.9
2024-09-01,Latin America,Marketing,Salaries,8664.19
2024-09-01,Latin America,Marketing,Rent,2164.5
2024-09-01,Latin America,Marketing,Travel,499.93
2024-09-01,Latin America,Marketing,Software,793.04
2024-09-01,Latin America,R&D,Salaries,9971.36
2024-09-01,Latin America,R&D,Rent,3022.33
2024-09-01,Latin America,R&D,Utilities,776.54
2024-09-01,Latin America,R&D,Travel,541.01
2024-09-01,Latin America,R&D,Software,943.48
2024-09-01,Latin America,Admin,Salaries,10670.65
2024-09-01,Latin America,Admin,Rent,2471.07
2024-09-01,Latin America,Admin,Utilities,662.81
2024-09-01,Latin America,Admin,Travel,480.11
2024-09-01,Latin America,Operations,Rent,3146.93
2024-09-01,Latin America,Operations,Utilities,776.42
2024-09-01,Latin America,Operations,Travel,488.67
2024-09-01,Latin America,Operations,Software,840.16
2024-09-01,Latin America,Operations,Professional Services,1002.16
2024-09-01,Middle East,Sales,Salaries,7151.64
2024-09-01,Middle East,Sales,Rent,2059.43
2024-09-01,Middle East,Sales,Utilities,547.41
2024-09-01,Middle East,Sales,Software,693.63
2024-09-01,Middle East,Sales,Professional Services,833.28
2024-09-01,Middle East,Marketing,Salaries,8243.15
2024-09-01,Middle East,Marketing,Rent,1925.83
2024-09-01,Middle East,Marketing,Utilities,630.62
2024-09-01,Middle East,Marketing,Professional Services,870.47
2024-09-01,Middle East,R&D,Salaries,11735.76
2024-09-01,Middle East,R&D,Rent,2397.75
2024-09-01,Middle East,R&D,Utilities,714.51
2024-09-01,Middle East,R&D,Travel,488.44
2024-09-01,Middle East,Admin,Rent,1694.63
2024-09-01,Middle East,Admin,Utilities,600.08
2024-09-01,Middle East,Admin,Travel,400.02
2024-09-01,Middle East,Admin,Software,625.05
2024-09-01,Middle East,Admin,Professional Services,869.09
2024-09-01,Middle East,Operations,Salaries,11591.16
2024-09-01,Middle East,Operations,Rent,2715.57
2024-09-01,Middle East,Operations,Utilities,707.87
2024-09-01,Middle East,Operations,Travel,543.52
2024-09-01,Middle East,Operations,Software,804.63
2024-09-01,Middle East,Operations,Professional Services,944.61
2024-10-01,North America,Sales,Salaries,13620.55
2024-10-01,North America,Sales,Rent,3314.84
2024-10-01,North America,Sales,Travel,784.02
2024-10-01,North America,Sales,Software,1328.54
2024-10-01,North America,Marketing,Salaries,14628.16
2024-10-01,North America,Marketing,Rent,3667.27
2024-10-01,North America,Marketing,Utilities,938.36
2024-10-01,North America,Marketing,Software,1222.93
2024-10-01,North America,Marketing,Professional Services,1401.36
2024-10-01,North America,R&D,Salaries,14253.01
2024-10-01,North America,R&D,Rent,3504.38
2024-10-01,North America,R&D,Utilities,980.88
2024-10-01,North America,R&D,Travel,750.81
2024-10-01,North America,R&D,Professional Services,1402.79
2024-10-01,North America,Admin,Salaries,12753.97
2024-10-01,North America,Admin,Rent,3526.9
2024-10-01,North America,Admin,Utilities,756.19
2024-10-01,North America,Admin,Travel,608.66
2024-10-01,North America,Admin,Professional Services,1270.8
2024-10-01,North America,Operations,Salaries,11245.99
2024-10-01,North America,Operations,Rent,2641.36
2024-10-01,North America,Operations,Travel,561.28
2024-10-01,North America,Operations,Professional Services,1002.04
2024-10-01,Europe,Sales,Salaries,17338.14
2024-10-01,Europe,Sales,Rent,4107.33
2024-10-01,Europe,Sales,Utilities,1053.53
2024-10-01,Europe,Sales,Travel,659.01
2024-10-01,Europe,Marketing,Salaries,13428.11
2024-10-01,Europe,Marketing,Rent,3258.24
2024-10-01,Europe,Marketing,Utilities,854.04
2024-10-01,Europe,Marketing,Travel,663.67
2024-10-01,Europe,Marketing,Software,1070.0
2024-10-01,Europe,Marketing,Professional Services,1232.13
2024-10-01,Europe,R&D,Salaries,14025.89
2024-10-01,Europe,R&D,Rent,3079.21
2024-10-01,Europe,R&D,Travel,620.06
2024-10-01,Europe,R&D,Software,1009.22
2024-10-01,Europe,R&D,Professional Services,1312.54
2024-10-01,Europe,Admin,Salaries,14322.14
2024-10-01,Europe,Admin,Utilities,1275.05
2024-10-01,Europe,Admin,Travel,793.71
2024-10-01,Europe,Admin,Software,1224.04
2024-10-01,Europe,Admin,Professional Services,1718.8
2024-10-01,Europe,Operations,Salaries,14177.46
2024-10-01,Asia Pacific,Sales,Salaries,12115.82
2024-10-01,Asia Pacific,Sales,Rent,2844.27
2024-10-01,Asia Pacific,Sales,Professional Services,1236.11
2024-10-01,Asia Pacific,Marketing,Salaries,12333.89
2024-10-01,Asia Pacific,Marketing,Rent,3516.62
2024-10-01,Asia Pacific,Marketing,Travel,601.82
2024-10-01,Asia Pacific,Marketing,Professional Services,1361.3
2024-10-01,Asia Pacific,R&D,Salaries,10740.39
2024-10-01,Asia Pacific,R&D,Travel,479.87
2024-10-01,Asia Pacific,R&D,Software,1006.52
2024-10-01,Asia Pacific,R&D,Professional Services,1253.29
2024-10-01,Asia Pacific,Admin,Salaries,13151.29
2024-10-01,Asia Pacific,Admin,Utilities,842.79
2024-10-01,Asia Pacific,Admin,Travel,619.31
2024-10-01,Asia Pacific,Admin,Professional Services,1108.48
2024-10-01,Asia Pacific,Operations,Salaries,16811.63
2024-10-01,Asia Pacific,Operations,Rent,3481.04
2024-10-01,Asia Pacific,Operations,Utilities,1095.7
2024-10-01,Asia Pacific,Operations,Travel,710.72
2024-10-01,Asia Pacific,Operations,Professional Services,1516.79
2024-10-01,Latin America,Sales,Salaries,14971.65
2024-10-01,Latin America,Sales,Rent,3532.52
2024-10-01,Latin America,Sales,Utilities,872.62
2024-10-01,Latin America,Sales,Software,1098.31
2024-10-01,Latin America,Sales,Professional Services,1235.29
2024-10-01,Latin America,Marketing,Rent,2903.44
2024-10-01,Latin America,Marketing,Utilities,678.46
2024-10-01,Latin America,Marketing,Travel,583.45
2024-10-01,Latin America,Marketing,Software,957.33
2024-10-01,Latin America,Marketing,Professional Services,1273.43
2024-10-01,Latin America,R&D,Salaries,10975.5
2024-10-01,Latin America,R&D,Rent,2895.5
2024-10-01,Latin America,R&D,Travel,663.17
2024-10-01,Latin America,R&D,Software,1143.9
2024-10-01,Latin America,R&D,Professional Services,1179.58
2024-10-01,Latin America,Admin,Salaries,14079.84
2024-10-01,Latin America,Admin,Rent,3176.88
2024-10-01,Latin America,Admin,Utilities,898.32
2024-10-01,Latin America,Admin,Travel,636.55
2024-10-01,Latin America,Admin,Professional Services,1281.79
2024-10-01,Latin America,Operations,Salaries,13107.21
2024-10-01,Latin America,Operations,Utilities,863.74
2024-10-01,Latin America,Operations,Travel,655.06
2024-10-01,Latin America,Operations,Software,1042.32
2024-10-01,Latin America,Operations,Professional Services,1299.52
2024-10-01,Middle East,Sales,Salaries,17263.39
2024-10-01,Middle East,Sales,Rent,4569.48
2024-10-01,Middle East,Sales,Software,1320.0
2024-10-01,Middle East,Sales,Professional Services,1752.28
2024-10-01,Middle East,Marketing,Salaries,19483.29
2024-10-01,Middle East,Marketing,Utilities,1044.28
2024-10-01,Middle East,Marketing,Travel,926.82
2024-10-01,Middle East,Marketing,Software,1592.31
2024-10-01,Middle East,Marketing,Professional Services,1557.59
2024-10-01,Middle East,R&D,Salaries,14868.07
2024-10-01,Middle East,R&D,Rent,3060.37
2024-10-01,Middle East,R&D,Utilities,929.87
2024-10-01,Middle East,R&D,Travel,574.16
2024-10-01,Middle East,R&D,Software,1020.69
2024-10-01,Middle East,R&D,Professional Services,1186.18
2024-10-01,Middle East,Admin,Salaries,15445.39
2024-10-01,Middle East,Admin,Rent,4137.3
2024-10-01,Middle East,Admin,Utilities,1256.95
2024-10-01,Middle East,Admin,Software,1467.04
2024-10-01,Middle East,Admin,Professional Services,1596.01
2024-10-01,Middle East,Operations,Rent,3772.04
2024-10-01,Middle East,Operations,Utilities,987.53
2024-10-01,Middle East,Operations,Professional Services,1468.35
2024-11-01,North America,Sales,Salaries,16375.07
2024-11-01,North America,Sales,Utilities,1061.85
2024-11-01,North America,Sales,Travel,679.71
2024-11-01,North America,Marketing,Rent,3129.57
2024-11-01,North America,Marketing,Travel,644.4
2024-11-01,North America,Marketing,Software,1113.46
2024-11-01,North America,R&D,Salaries,12753.24
2024-11-01,North America,R&D,Rent,2964.64
2024-11-01,North America,R&D,Utilities,819.61
2024-11-01,North America,R&D,Travel,630.84
2024-11-01,North America,R&D,Software,1092.97
2024-11-01,North America,R&D,Professional Services,1223.26
2024-11-01,North America,Admin,Salaries,15280.19
2024-11-01,North America,Admin,Rent,4329.33
2024-11-01,North America,Admin,Utilities,1125.24
2024-11-01,North America,Admin,Travel,868.37
2024-11-01,North America,Admin,Software,1211.12
2024-11-01,North America,Admin,Professional Services,1886.58
2024-11-01,North America,Operations,Rent,4188.41
2024-11-01,North America,Operations,Utilities,871.48
2024-11-01,North America,Operations,Travel,660.97
2024-11-01,North America,Operations,Software,1320.7
2024-11-01,North America,Operations,Professional Services,1460.74
2024-11-01,Europe,Sales,Utilities,1223.11
2024-11-01,Europe,Sales,Travel,891.76
2024-11-01,Europe,Sales,Software,1521.62
2024-11-01,Europe,Sales,Professional Services,1491.78
2024-11-01,Europe,Marketing,Rent,3540.07
2024-11-01,Europe,Marketing,Utilities,743.26
2024-11-01,Europe,Marketing,Travel,570.77
2024-11-01,Europe,Marketing,Software,976.43
2024-11-01,Europe,Marketing,Professional Services,1125.37
2024-11-01,Europe,R&D,Salaries,16312.14
2024-11-01,Europe,R&D,Utilities,1073.89
2024-11-01,Europe,R&D,Travel,809.27
2024-11-01,Europe,R&D,Software,1278.28
2024-11-01,Europe,R&D,Professional Services,1522.51
2024-11-01,Europe,Admin,Salaries,10741.6
2024-11-01,Europe,Admin,Rent,2921.67
2024-11-01,Europe,Admin,Utilities,782.91
2024-11-01,Europe,Admin,Travel,570.65
2024-11-01,Europe,Admin,Professional Services,1380.62
2024-11-01,Europe,Operations,Salaries,12402.28
2024-11-01,Europe,Operations,Utilities,1080.18
2024-11-01,Europe,Operations,Travel,685.08
2024-11-01,Europe,Operations,Software,1170.31
2024-11-01,Europe,Operations,Professional Services,1403.34
2024-11-01,Asia Pacific,Sales,Salaries,11996.61
2024-11-01,Asia Pacific,Sales,Rent,3208.55
2024-11-01,Asia Pacific,Sales,Utilities,760.9
2024-11-01,Asia Pacific,Sales,Software,967.89
2024-11-01,Asia Pacific,Sales,Professional Services,1275.24
2024-11-01,Asia Pacific,Marketing,Salaries,8244.67
2024-11-01,Asia Pacific,Marketing,Rent,2024.41
2024-11-01,Asia Pacific,Marketing,Utilities,483.31
2024-11-01,Asia Pacific,Marketing,Professional Services,833.9
2024-11-01,Asia Pacific,R&D,Salaries,10497.0
2024-11-01,Asia Pacific,R&D,Utilities,689.42
2024-11-01,Asia Pacific,R&D,Travel,533.99
2024-11-01,Asia Pacific,R&D,Software,903.14
2024-11-01,Asia Pacific,Admin,Rent,2333.05
2024-11-01,Asia Pacific,Admin,Utilities,519.93
2024-11-01,Asia Pacific,Admin,Travel,419.59
2024-11-01,Asia Pacific,Admin,Software,701.83
2024-11-01,Asia Pacific,Operations,Salaries,8069.23
2024-11-01,Asia Pacific,Operations,Rent,1974.29
2024-11-01,Asia Pacific,Operations,Utilities,623.65
2024-11-01,Asia Pacific,Operations,Professional Services,837.53
2024-11-01,Latin America,Sales,Rent,1620.73
2024-11-01,Latin America,Sales,Travel,419.91
2024-11-01,Latin America,Sales,Software,611.52
2024-11-01,Latin America,Sales,Professional Services,872.69
2024-11-01,Latin America,Marketing,Salaries,9570.18
2024-11-01,Latin America,Marketing,Rent,2594.44
2024-11-01,Latin America,Marketing,Utilities,588.2
2024-11-01,Latin America,Marketing,Travel,528.22
2024-11-01,Latin America,Marketing,Software,786.33
2024-11-01,Latin America,Marketing,Professional Services,1106.54
2024-11-01,Latin America,R&D,Salaries,8186.23
2024-11-01,Latin America,R&D,Rent,1781.56
2024-11-01,Latin America,R&D,Utilities,515.0
2024-11-01,Latin America,Admin,Salaries,9150.53
2024-11-01,Latin America,Admin,Utilities,510.03
2024-11-01,Latin America,Admin,Travel,480.54
2024-11-01,Latin America,Admin,Software,741.07
2024-11-01,Latin America,Admin,Professional Services,758.07
2024-11-01,Latin America,Operations,Salaries,6573.28
2024-11-01,Latin America,Operations,Rent,1718.78
2024-11-01,Latin America,Operations,Utilities,556.74
2024-11-01,Latin America,Operations,Travel,398.88
2024-11-01,Middle East,Sales,Salaries,13740.36
2024-11-01,Middle East,Sales,Rent,3193.24
2024-11-01,Middle East,Sales,Utilities,900.98
2024-11-01,Middle East,Sales,Travel,787.42
2024-11-01,Middle East,Sales,Software,1234.55
2024-11-01,Middle East,Sales,Professional Services,1224.76
2024-11-01,Middle East,Marketing,Salaries,14213.13
2024-11-01,Middle East,Marketing,Utilities,1053.36
2024-11-01,Middle East,R&D,Salaries,13171.3
2024-11-01,Middle East,R&D,Rent,3485.47
2024-11-01,Middle East,R&D,Utilities,939.33
2024-11-01,Middle East,R&D,Travel,724.8
2024-11-01,Middle East,R&D,Software,1187.74
2024-11-01,Middle East,R&D,Professional Services,1459.56
2024-11-01,Middle East,Admin,Salaries,16524.35
2024-11-01,Middle East,Admin,Rent,4155.85
2024-11-01,Middle East,Admin,Utilities,872.48
2024-11-01,Middle East,Admin,Professional Services,1758.48
2024-11-01,Middle East,Operations,Rent,3885.52
2024-11-01,Middle East,Operations,Utilities,966.19
2024-11-01,Middle East,Operations,Travel,620.75
2024-11-01,Middle East,Operations,Software,1291.05
2024-12-01,North America,Sales,Salaries,13382.84
2024-12-01,North America,Sales,Rent,3043.6
2024-12-01,North America,Sales,Utilities,807.32
2024-12-01,North America,Sales,Travel,509.67
2024-12-01,North America,Sales,Software,1042.38
2024-12-01,North America,Sales,Professional Services,1305.14
2024-12-01,North America,Marketing,Salaries,10609.05
2024-12-01,North America,Marketing,Utilities,816.94
2024-12-01,North America,R&D,Salaries,12443.45
2024-12-01,North America,R&D,Software,928.17
2024-12-01,North America,R&D,Professional Services,1468.2
2024-12-01,North America,Admin,Salaries,10336.6
2024-12-01,North America,Admin,Rent,3297.03
2024-12-01,North America,Admin,Utilities,809.86
2024-12-01,North America,Admin,Travel,590.36
2024-12-01,North America,Admin,Software,978.46
2024-12-01,North America,Operations,Rent,2575.21
2024-12-01,North America,Operations,Utilities,598.52
2024-12-01,North America,Operations,Travel,551.53
2024-12-01,North America,Operations,Software,772.75
2024-12-01,North America,Operations,Professional Services,1095.36
2024-12-01,Europe,Sales,Rent,3224.9
2024-12-01,Europe,Sales,Utilities,788.76
2024-12-01,Europe,Sales,Travel,770.8
2024-12-01,Europe,Sales,Software,1196.71
2024-12-01,Europe,Sales,Professional Services,1199.22
2024-12-01,Europe,Marketing,Rent,3961.47
2024-12-01,Europe,Marketing,Software,1092.81
2024-12-01,Europe,Marketing,Professional Services,1269.78
2024-12-01,Europe,R&D,Salaries,16107.65
2024-12-01,Europe,R&D,Utilities,1154.31
2024-12-01,Europe,R&D,Travel,803.81
2024-12-01,Europe,R&D,Software,1527.84
2024-12-01,Europe,R&D,Professional Services,1730.57
2024-12-01,Europe,Admin,Salaries,18363.46
2024-12-01,Europe,Admin,Rent,4456.26
2024-12-01,Europe,Admin,Utilities,1321.43
2024-12-01,Europe,Admin,Travel,884.47
2024-12-01,Europe,Admin,Software,1652.26
2024-12-01,Europe,Admin,Professional Services,1504.84
2024-12-01,Europe,Operations,Salaries,15038.74
2024-12-01,Europe,Operations,Rent,3654.85
2024-12-01,Europe,Operations,Utilities,900.95
2024-12-01,Europe,Operations,Travel,652.86
2024-12-01,Europe,Operations,Software,1238.56
2024-12-01,Europe,Operations,Professional Services,1316.62
2024-12-01,Asia Pacific,Sales,Rent,2508.41
2024-12-01,Asia Pacific,Sales,Utilities,864.98
2024-12-01,Asia Pacific,Sales,Software,967.45
2024-12-01,Asia Pacific,Sales,Professional Services,1292.27
2024-12-01,Asia Pacific,Marketing,Utilities,1071.58
2024-12-01,Asia Pacific,Marketing,Travel,681.24
2024-12-01,Asia Pacific,Marketing,Professional Services,1343.02
2024-12-01,Asia Pacific,R&D,Salaries,13769.47
2024-12-01,Asia Pacific,R&D,Utilities,936.77
2024-12-01,Asia Pacific,R&D,Travel,814.67
2024-12-01,Asia Pacific,R&D,Professional Services,1281.82
2024-12-01,Asia Pacific,Admin,Salaries,13242.25
2024-12-01,Asia Pacific,Admin,Rent,2716.31
2024-12-01,Asia Pacific,Admin,Utilities,792.58
2024-12-01,Asia Pacific,Admin,Travel,636.68
2024-12-01,Asia Pacific,Admin,Software,906.34
2024-12-01,Asia Pacific,Admin,Professional Services,1316.27
2024-12-01,Asia Pacific,Operations,Salaries,13060.96
2024-12-01,Asia Pacific,Operations,Rent,2935.47
2024-12-01,Asia Pacific,Operations,Utilities,842.06
2024-12-01,Asia Pacific,Operations,Travel,656.35
2024-12-01,Asia Pacific,Operations,Software,1235.47
2024-12-01,Asia Pacific,Operations,Professional Services,1486.18
2024-12-01,Latin America,Sales,Salaries,18386.3
2024-12-01,Latin America,Sales,Utilities,1108.15
2024-12-01,Latin America,Sales,Travel,800.36
2024-12-01,Latin America,Sales,Software,1191.56
2024-12-01,Latin America,Sales,Professional Services,1617.85
2024-12-01,Latin America,Marketing,Rent,3276.27
2024-12-01,Latin America,Marketing,Utilities,816.45
2024-12-01,Latin America,Marketing,Travel,622.46
2024-12-01,Latin America,Marketing,Software,1173.46
2024-12-01,Latin America,Marketing,Professional Services,1356.11
2024-12-01,Latin America,R&D,Rent,3760.31
2024-12-01,Latin America,R&D,Utilities,1022.07
2024-12-01,Latin America,R&D,Travel,764.48
2024-12-01,Latin America,R&D,Professional Services,1350.38
2024-12-01,Latin America,Admin,Salaries,17104.29
2024-12-01,Latin America,Admin,Rent,3595.94
2024-12-01,Latin America,Admin,Utilities,914.81
2024-12-01,Latin America,Admin,Travel,875.99
2024-12-01,Latin America,Admin,Software,1167.69
2024-12-01,Latin America,Admin,Professional Services,1630.15
2024-12-01,Latin America,Operations,Salaries,13160.84
2024-12-01,Latin America,Operations,Rent,3091.85
2024-12-01,Latin America,Operations,Utilities,866.26
2024-12-01,Latin America,Operations,Travel,658.48
2024-12-01,Latin America,Operations,Professional Services,1344.05
2024-12-01,Middle East,Sales,Salaries,14309.61
2024-12-01,Middle East,Sales,Rent,3334.97
2024-12-01,Middle East,Sales,Utilities,822.49
2024-12-01,Middle East,Sales,Travel,729.33
2024-12-01,Middle East,Sales,Software,1230.69
2024-12-01,Middle East,Sales,Professional Services,1287.75
2024-12-01,Middle East,Marketing,Utilities,925.15
2024-12-01,Middle East,Marketing,Travel,770.75
2024-12-01,Middle East,Marketing,Software,1059.73
2024-12-01,Middle East,Marketing,Professional Services,1158.43
2024-12-01,Middle East,R&D,Salaries,14590.09
2024-12-01,Middle East,R&D,Rent,2761.71
2024-12-01,Middle East,R&D,Software,1122.14
2024-12-01,Middle East,R&D,Professional Services,1161.45
2024-12-01,Middle East,Admin,Rent,3626.66
2024-12-01,Middle East,Admin,Utilities,897.63
2024-12-01,Middle East,Admin,Software,1276.72
2024-12-01,Middle East,Admin,Professional Services,1484.26
2024-12-01,Middle East,Operations,Rent,2972.11
2024-12-01,Middle East,Operations,Travel,618.36
2024-12-01,Middle East,Operations,Software,914.23
2024-12-01,Middle East,Operations,Professional Services,1145.69
