country,region,shipment_mode,product_group,vendor,scheduled_date,delivered_date,delay_days,status,quantity,line_item_value,weight_kg,freight_cost_usd
Nigeria,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2008-05-28,2008-05-28,0,On Time,1130,11.3,Weight Captured Separately,
Vietnam,Asia,Air,ARV,BRISTOL-MYERS SQUIBB,2008-10-03,2008-10-03,0,On Time,400,2800.0,81,3013.09
Vietnam,Asia,Air,ARV,STRIDES ARCOLAB LIMITED,2008-08-19,2008-08-19,0,On Time,10780,15631.0,502,7575.6
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2008-08-20,2008-05-08,-104,On Time,670,24783.3,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2008-08-20,2008-05-21,-91,On Time,2000,11060.0,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2008-08-20,2008-05-14,-98,On Time,1000,16630.0,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2008-08-20,2008-05-08,-104,On Time,30,435.9,Weight Captured Separately,
Haiti,Latin America & Caribbean,Air,HRDT,"Orgenics, Ltd",2008-10-27,2008-10-27,0,On Time,1123,78610.0,257,2851.72
Rwanda,Sub-Saharan Africa,Air,HRDT,"Trinity Biotech, Plc",2008-08-16,2008-08-16,0,On Time,340,47260.0,234,5446.06
Rwanda,Sub-Saharan Africa,Air,ARV,Aurobindo Pharma Limited,2008-07-23,2008-07-22,-1,On Time,47879,569281.31,5311,30408.04
Rwanda,Sub-Saharan Africa,Air,ARV,Aurobindo Pharma Limited,2008-07-23,2008-07-23,0,On Time,61021,725539.69,6768,38120.96
Vietnam,Asia,Air,ARV,Aurobindo Pharma Limited,2008-09-19,2008-09-19,0,On Time,4300,37023.0,See ASN-2274 (ID#:610),
Vietnam,Asia,Air,ARV,Aurobindo Pharma Limited,2008-10-03,2008-10-03,0,On Time,18030,26143.5,1114,5822.44
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2008-07-10,2008-07-14,4,Delayed,50,663.5,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2008-07-10,2008-07-08,-2,On Time,250,715.0,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2008-07-10,2008-07-08,-2,On Time,60,1096.2,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2008-07-10,2008-07-08,-2,On Time,12,150.48,Weight Captured Separately,
Zambia,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2008-09-22,2008-09-22,0,On Time,3000,30.0,889,7303.52
Guyana,Latin America & Caribbean,Air,HRDT,"Orgenics, Ltd",2008-10-29,2008-10-29,0,On Time,213,15333.87,49,1047.39
Nigeria,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2008-10-15,2008-10-15,0,On Time,6502,65.02,1927,24870.05
Nigeria,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2008-09-12,2008-09-12,0,On Time,6875,549931.25,1566,19992.75
Vietnam,Asia,Air,ARV,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),2008-12-02,2008-12-02,0,On Time,434,35674.8,113,2709.98
Vietnam,Asia,Air,ARV,Aurobindo Pharma Limited,2008-11-24,2008-11-24,0,On Time,1100,12540.0,159,2568.6
Vietnam,Asia,Air,ARV,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),2008-11-25,2008-11-25,0,On Time,8400,85596.0,613,3247.73
Vietnam,Asia,Air,ARV,CIPLA LIMITED,2008-12-03,2008-12-03,0,On Time,3648,26448.0,323,2335.19
Guyana,Latin America & Caribbean,Air,MRDT,ZEPHYR BIOMEDICALS,2008-12-15,2008-12-15,0,On Time,108,4050.0,34,648.27
Ethiopia,Sub-Saharan Africa,Air,HRDT,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",2008-11-03,2008-10-13,-21,On Time,5958,160866.0,2147,11066.17
Ethiopia,Sub-Saharan Africa,Air,HRDT,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",2008-11-03,2008-11-03,0,On Time,3982,107514.0,1445,7303.25
Ethiopia,Sub-Saharan Africa,Air,HRDT,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",2008-10-07,2008-10-07,0,On Time,6998,160954.0,5057,44347.71
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2008-08-25,2008-08-14,-11,On Time,300,7080.0,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2008-08-25,2008-08-14,-11,On Time,40,557.6,Weight Captured Separately,
Ethiopia,Sub-Saharan Africa,Air,HRDT,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",2009-01-26,2009-01-20,-6,On Time,3470,79810.0,2509,19882.25
Ethiopia,Sub-Saharan Africa,Air,HRDT,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",2008-12-03,2008-12-03,0,On Time,3510,80730.0,2535,22433.91
Zimbabwe,Sub-Saharan Africa,Air,HRDT,BIOLYTICAL LABORATORIES INC.,2009-02-03,2009-02-03,0,On Time,5000,12706.65,Weight Captured Separately,
Vietnam,Asia,Air,ARV,Aurobindo Pharma Limited,2008-11-27,2008-11-27,0,On Time,6000,17400.0,581,2653.27
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2009-05-17,2008-10-09,-220,On Time,1300,20410.0,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2009-05-17,2008-10-09,-220,On Time,120,733.2,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2009-05-17,2008-10-09,-220,On Time,6,424.08,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2009-05-17,2008-10-09,-220,On Time,40,540.4,Weight Captured Separately,
Nigeria,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2009-04-08,2009-04-08,0,On Time,5751,460080.0,1723,22451.67
Namibia,Sub-Saharan Africa,Air,HRDT,INVERNESS MEDICAL INNOVATIONS SOUTH AFRICA (PTY) LTD,2009-01-27,2009-01-27,0,On Time,3,225.0,3,963.34
Guyana,Latin America & Caribbean,Air,HRDT,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",2009-02-25,2009-01-27,-29,On Time,100,2700.0,28,692.38
Namibia,Sub-Saharan Africa,Air,HRDT,"Trinity Biotech, Plc",2009-03-02,2009-03-02,0,On Time,68,2176.0,22,1003.52
Vietnam,Asia,Air,ARV,Aurobindo Pharma Limited,2009-04-07,2009-04-07,0,On Time,9000,21600.0,2228,9809.7
Vietnam,Asia,Air,ARV,Aurobindo Pharma Limited,2009-04-10,2009-04-10,0,On Time,700,7805.0,See ASN-3562 (ID#:960),
Nigeria,Sub-Saharan Africa,Air,ARV,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),2009-04-08,2009-04-08,0,On Time,25000,1260000.0,2067,7933.38
Haiti,Latin America & Caribbean,Air,HRDT,"Orgenics, Ltd",2009-03-16,2009-03-16,0,On Time,1680,117600.0,382,3241.06
Haiti,Latin America & Caribbean,Air,ARV,Aurobindo Pharma Limited,2009-04-02,2009-04-02,0,On Time,2100,10500.0,187,1903.54
Mozambique,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2009-05-26,2009-05-26,0,On Time,9000,648000.0,2655,25052.69
South Africa,Sub-Saharan Africa,Air,ARV,S. BUYS WHOLESALER,2009-03-17,2008-11-28,-109,On Time,176,3359.84,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Air,ARV,S. BUYS WHOLESALER,2009-03-24,2008-12-01,-113,On Time,5017,24583.3,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Air,ARV,S. BUYS WHOLESALER,2009-03-31,2008-12-02,-119,On Time,929,3390.85,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Air,ARV,S. BUYS WHOLESALER,2009-06-23,2009-01-29,-145,On Time,6700,36582.0,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Air,ARV,S. BUYS WHOLESALER,2009-05-12,2008-12-30,-133,On Time,1350,19062.0,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Air,ARV,S. BUYS WHOLESALER,2009-05-26,2009-01-22,-124,On Time,1120,16307.2,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Air,ARV,S. BUYS WHOLESALER,2009-03-31,2008-11-21,-130,On Time,100,371.0,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Air,ARV,S. BUYS WHOLESALER,2009-03-30,2009-01-21,-68,On Time,1000,2920.0,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Air,ARV,S. BUYS WHOLESALER,2009-03-30,2009-01-21,-68,On Time,260,4035.2,Weight Captured Separately,
Uganda,Sub-Saharan Africa,Air,ARV,BRISTOL-MYERS SQUIBB,2009-05-04,2009-05-04,0,On Time,60,1100.4,3000,428.91
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2009-04-17,2009-04-17,0,On Time,5000,160900.0,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Air,ARV,S. BUYS WHOLESALER,2009-06-25,2009-04-20,-66,On Time,166,2265.9,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Air,ARV,S. BUYS WHOLESALER,2009-06-25,2009-04-20,-66,On Time,1500,15150.0,Weight Captured Separately,
Rwanda,Sub-Saharan Africa,Air,ARV,CIPLA LIMITED,2009-04-20,2009-04-20,0,On Time,7840,71344.0,719,853.88
South Africa,Sub-Saharan Africa,Air,ARV,S. BUYS WHOLESALER,2009-07-31,2009-04-20,-102,On Time,40,1440.0,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2009-07-31,2009-05-04,-88,On Time,6,43.2,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2009-07-31,2009-06-08,-53,On Time,6,43.2,Weight Captured Separately,
Guyana,Latin America & Caribbean,Air,HRDT,"Orgenics, Ltd",2009-06-05,2009-06-05,0,On Time,425,38250.0,130,1859.79
Guyana,Latin America & Caribbean,Air,HRDT,"Orgenics, Ltd",2009-07-01,2009-07-01,0,On Time,276,24840.0,87,1205.7
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2009-05-15,2009-04-23,-22,On Time,76,300.2,See ASN-4332 (ID#:1115),
Nigeria,Sub-Saharan Africa,Air,ARV,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),2009-05-20,2009-05-20,0,On Time,73,3000.3,69,1332.43
Kenya,Sub-Saharan Africa,Air,HRDT,"Trinity Biotech, Plc",2009-06-18,2009-06-18,0,On Time,5,160.0,2,12561.4
Kenya,Sub-Saharan Africa,Air,HRDT,"Trinity Biotech, Plc",2009-06-18,2009-06-18,0,On Time,4995,159840.0,4995,275.0
Nigeria,Sub-Saharan Africa,Air,ARV,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),2009-07-14,2009-07-14,0,On Time,2040,83844.0,309,3777.93
Rwanda,Sub-Saharan Africa,Air,ARV,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),2009-07-20,2009-07-20,0,On Time,26932,317528.28,3393,30661.5
Côte d'Ivoire,Sub-Saharan Africa,Air,HRDT,BIO-RAD LABORATORIES (FRANCE),2009-06-10,2009-07-15,35,Delayed,1000,110000.0,1073,8114.11
Namibia,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2009-06-15,2009-06-15,0,On Time,800,56000.0,195,2008.54
Vietnam,Asia,Air,ARV,Aurobindo Pharma Limited,2009-06-08,2009-06-08,0,On Time,150,1950.0,30,4111.71
Côte d'Ivoire,Sub-Saharan Africa,Air,HRDT,BIO-RAD LABORATORIES (FRANCE),2009-06-09,2009-06-09,0,On Time,140,15400.0,158,4318.21
Namibia,Sub-Saharan Africa,Air,ARV,CIPLA LIMITED,2009-08-18,2009-08-18,0,On Time,2000,3800.0,251,1484.75
Vietnam,Asia,Air,ARV,BRISTOL-MYERS SQUIBB,2009-08-19,2009-08-19,0,On Time,120,840.0,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2009-10-12,2009-08-03,-70,On Time,20,438.0,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2009-07-21,2009-07-21,0,On Time,320,1475.2,Weight Captured Separately,
Zambia,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2009-11-11,2009-10-29,-13,On Time,2000,144000.0,590,5962.58
Guyana,Latin America & Caribbean,Air,ARV,ABBOTT LABORATORIES (PUERTO RICO),2009-08-07,2009-08-07,0,On Time,2733,224625.27,589,314.0
Côte d'Ivoire,Sub-Saharan Africa,Air,HRDT,BIO-RAD LABORATORIES (FRANCE),2006-09-06,2006-09-06,0,On Time,100,7535.0,107,1845.74
Haiti,Latin America & Caribbean,Air,HRDT,"Trinity Biotech, Plc",2006-10-09,2006-10-09,0,On Time,45,7875.0,29,854.34
Vietnam,Asia,Air,ARV,"GILEAD SCIENCES IRELAND, INC.",2006-09-01,2006-09-01,0,On Time,1000,17000.0,61,7682.69
Vietnam,Asia,Air,ARV,Aurobindo Pharma Limited,2006-08-11,2006-08-11,0,On Time,35000,152250.0,See ASN-55 (ID#:16),
Vietnam,Asia,Air,ARV,Aurobindo Pharma Limited,2006-08-11,2006-08-11,0,On Time,20000,338000.0,See ASN-55 (ID#:16),
Nigeria,Sub-Saharan Africa,Air,ARV,Aurobindo Pharma Limited,2006-09-28,2006-09-28,0,On Time,416,1809.6,See ASN-57 (ID#:23),
Nigeria,Sub-Saharan Africa,Air,ARV,Aurobindo Pharma Limited,2006-09-28,2006-09-28,0,On Time,486,2041.2,See ASN-57 (ID#:23),
Zambia,Sub-Saharan Africa,Air,ARV,Aurobindo Pharma Limited,2007-01-29,2007-01-29,0,On Time,906,19071.3,316,3850.8
Zambia,Sub-Saharan Africa,Air,ARV,Aurobindo Pharma Limited,2006-11-13,2006-11-13,0,On Time,38780,432009.2,3217,14364.29
Nigeria,Sub-Saharan Africa,Air,ARV,Aurobindo Pharma Limited,2006-12-07,2006-12-07,0,On Time,4632,16906.8,See ASN-93 (ID#:1281),
Nigeria,Sub-Saharan Africa,Air,ARV,Aurobindo Pharma Limited,2006-12-07,2006-12-07,0,On Time,166,356.9,See ASN-93 (ID#:1281),
Zambia,Sub-Saharan Africa,Air,ARV,Aurobindo Pharma Limited,2006-12-20,2006-12-20,0,On Time,60784,1018132.0,11179,49824.57
Vietnam,Asia,Air,ARV,Aurobindo Pharma Limited,2007-03-14,2007-03-14,0,On Time,1000,5050.0,3822,25124.12
Vietnam,Asia,Air,ARV,CIPLA LIMITED,2007-03-14,2007-03-14,0,On Time,1000,2440.0,See ASN-272 (ID#:1282),
Haiti,Latin America & Caribbean,Air,HRDT,Orasure Technologies Inc.,2007-02-07,2007-02-07,0,On Time,25,10000.0,60,1498.02
Vietnam,Asia,Air,ARV,CIPLA LIMITED,2007-07-09,2007-07-09,0,On Time,25000,187500.0,2336,21150.56
Zambia,Sub-Saharan Africa,Air,ARV,BRISTOL-MYERS SQUIBB,2007-06-06,2007-06-06,0,On Time,5408,68952.0,1072,
Côte d'Ivoire,Sub-Saharan Africa,Air,HRDT,Orasure Technologies Inc.,2007-06-28,2007-06-28,0,On Time,50,20000.0,120,3004.62
Nigeria,Sub-Saharan Africa,Air,HRDT,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",2007-07-10,2007-07-10,0,On Time,10000,270000.0,3045,28118.58
Nigeria,Sub-Saharan Africa,Air,HRDT,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",2007-07-10,2007-08-03,24,Delayed,11500,310500.0,3276,43664.71
Nigeria,Sub-Saharan Africa,Air,HRDT,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",2007-07-04,2007-07-04,0,On Time,8000,216000.0,2603,22838.29
Vietnam,Asia,Air,ARV,Aurobindo Pharma Limited,2007-10-02,2007-10-02,0,On Time,22500,277425.0,2895,18045.24
Vietnam,Asia,Air,ARV,Aurobindo Pharma Limited,2007-10-02,2007-10-02,0,On Time,500,950.0,See ASN-744 (ID#:1356),
Vietnam,Asia,Air,ARV,BRISTOL-MYERS SQUIBB,2007-11-08,2007-11-08,0,On Time,800,5600.0,161,2514.05
Vietnam,Asia,Air,ARV,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),2007-09-10,2007-09-10,0,On Time,200,16440.0,340,2326.1
Tanzania,Sub-Saharan Africa,Air,HRDT,"Standard Diagnostics, Inc.",2007-12-19,2007-12-19,0,On Time,10000,200000.0,3336,27791.62
Tanzania,Sub-Saharan Africa,Air,HRDT,"Standard Diagnostics, Inc.",2008-01-22,2008-01-22,0,On Time,5000,100000.0,1456,14505.37
Namibia,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2007-08-29,2007-08-29,0,On Time,150,11250.0,Weight Captured Separately,
Ethiopia,Sub-Saharan Africa,Air,ARV,Aurobindo Pharma Limited,2007-11-20,2007-12-24,34,Delayed,35065,54350.75,2318,6755.81
Guyana,Latin America & Caribbean,Air,HRDT,"Trinity Biotech, Plc",2007-12-03,2007-12-03,0,On Time,2220,71040.0,732,6524.19
Uganda,Sub-Saharan Africa,Air,ARV,BRISTOL-MYERS SQUIBB,2008-03-31,2008-03-31,0,On Time,140,3313.8,6,
Rwanda,Sub-Saharan Africa,Air,HRDT,"Trinity Biotech, Plc",2008-01-10,2008-01-10,0,On Time,4500,144000.0,2300,38425.29
Vietnam,Asia,Air,ARV,Aurobindo Pharma Limited,2008-01-22,2008-01-22,0,On Time,400,600.0,83,2426.05
Haiti,Latin America & Caribbean,Air,HRDT,"Trinity Biotech, Plc",2008-08-22,2008-08-22,0,On Time,2,278.0,Weight Captured Separately,
Haiti,Latin America & Caribbean,Air,HRDT,"Trinity Biotech, Plc",2008-02-27,2008-02-18,-9,On Time,4,556.0,Weight Captured Separately,
Côte d'Ivoire,Sub-Saharan Africa,Air,ARV,BRISTOL-MYERS SQUIBB,2008-04-08,2008-04-08,0,On Time,546,3822.0,108,
Nigeria,Sub-Saharan Africa,Air,HRDT,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",2008-09-19,2008-09-19,0,On Time,9048,244296.0,2985,20635.3
Nigeria,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2008-03-12,2008-03-10,-2,On Time,3000,239970.0,861,12770.05
Nigeria,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2008-03-12,2008-03-12,0,On Time,3199,255888.01,550,8213.59
South Africa,Sub-Saharan Africa,Truck,ARV,"JSI R&T INSTITUTE, INC.",2008-02-05,2008-01-21,-15,On Time,400,8416.0,Weight Captured Separately,
Ethiopia,Sub-Saharan Africa,Air,HRDT,SUB-SAHARAN BIOMEDICAL P.L.C.,2008-02-27,2008-02-27,0,On Time,805,62967.1,Weight Captured Separately,
Mozambique,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2008-06-13,2008-06-13,0,On Time,4200,42.0,Weight Captured Separately,
Zambia,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2008-04-22,2008-05-05,13,Delayed,2000,143980.0,455,4113.16
Côte d'Ivoire,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2008-04-08,2008-04-08,0,On Time,70,5039.3,16,515.48
Côte d'Ivoire,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2008-04-25,2008-04-25,0,On Time,1116,78120.0,255,5303.05
Uganda,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2008-05-22,2008-05-22,0,On Time,850,61191.5,194,2642.45
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2008-04-24,2008-02-29,-55,On Time,20,563.0,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2008-04-24,2008-04-24,0,On Time,2500,37500.0,Weight Captured Separately,
Vietnam,Asia,Air,ARV,Aurobindo Pharma Limited,2008-07-07,2008-07-07,0,On Time,520,13000.0,137,5260.46
Vietnam,Asia,Air,ARV,STRIDES ARCOLAB LIMITED,2008-06-17,2008-06-17,0,On Time,2576,3889.76,121,2789.74
Vietnam,Asia,Air,ARV,STRIDES ARCOLAB LIMITED,2008-06-20,2008-06-20,0,On Time,2464,3720.64,114,2879.96
Botswana,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2008-07-31,2008-07-31,0,On Time,100,7199.0,25,641.04
Botswana,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2008-07-31,2008-07-07,-24,On Time,100,1.0,Weight Captured Separately,
Botswana,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2009-01-20,2008-09-03,-139,On Time,100,7199.0,25,1038.39
Ethiopia,Sub-Saharan Africa,Air,HRDT,SETEMA LIMITED PLC,2008-07-01,2008-07-01,0,On Time,81,3798.09,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2008-08-20,2008-05-14,-98,On Time,4,38.88,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2008-08-20,2008-05-08,-104,On Time,150,3166.5,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2008-08-20,2008-05-08,-104,On Time,1350,6979.5,Weight Captured Separately,
Haiti,Latin America & Caribbean,Air,HRDT,"Orgenics, Ltd",2008-11-17,2008-11-17,0,On Time,1123,78610.0,257,2873.56
Zambia,Sub-Saharan Africa,Air,HRDT,"Trinity Biotech, Plc",2008-09-26,2008-09-26,0,On Time,9000,288000.0,3000,34902.96
Vietnam,Asia,Air,ARV,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),2008-09-20,2008-09-20,0,On Time,2016,24917.76,120,5921.97
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2008-07-10,2008-07-08,-2,On Time,1000,16190.0,Weight Captured Separately,
Nigeria,Sub-Saharan Africa,Air,HRDT,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",2008-11-07,2008-10-21,-17,On Time,12315,332505.0,3508,29954.15
Uganda,Sub-Saharan Africa,Air,ARV,BRISTOL-MYERS SQUIBB,2008-09-09,2008-09-09,0,On Time,50,1183.5,2,330.0
Vietnam,Asia,Air,ARV,CIPLA LIMITED,2008-11-29,2008-11-29,0,On Time,1440,10440.0,128,2147.61
Zambia,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2008-10-20,2008-10-20,0,On Time,4500,45.0,See ASN-2641 (ID#:670),
Ethiopia,Sub-Saharan Africa,Air,HRDT,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",2008-11-17,2008-11-17,0,On Time,6998,160954.0,4913,46117.09
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2008-08-25,2008-08-18,-7,On Time,60,360.6,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2008-08-25,2008-08-14,-11,On Time,130,644.8,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2008-08-25,2008-08-18,-7,On Time,40,1337.2,Weight Captured Separately,
Namibia,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2008-09-25,2008-09-25,0,On Time,1,75.0,Weight Captured Separately,
Côte d'Ivoire,Sub-Saharan Africa,Air,ACT,IDA FOUNDATION,2009-01-23,2009-01-23,0,On Time,50000,19500.0,See ASN-2921 (ID#:719),
Mozambique,Sub-Saharan Africa,Air,HRDT,Abbott GmbH & Co. KG,2009-02-17,2009-02-17,0,On Time,1000,80000.0,337,3499.18
Mozambique,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2008-10-03,2008-10-03,0,On Time,1000,71990.0,296,2648.82
Côte d'Ivoire,Sub-Saharan Africa,Air,HRDT,BIO-RAD LABORATORIES (FRANCE),2008-12-12,2008-12-12,0,On Time,862,65512.0,963,25080.52
Nigeria,Sub-Saharan Africa,Air,ARV,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),2008-10-10,2008-10-10,0,On Time,5900,297360.0,493,1727.2
Zambia,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2009-03-18,2009-03-18,0,On Time,5500,395945.0,1624,12646.15
Vietnam,Asia,Air,ARV,Aurobindo Pharma Limited,2009-02-23,2009-02-23,0,On Time,6156,14774.4,1044,3854.23
Namibia,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2009-01-22,2009-01-22,0,On Time,150,10800.0,46,2946.64
Uganda,Sub-Saharan Africa,Air,ARV,BRISTOL-MYERS SQUIBB,2008-12-09,2008-12-09,0,On Time,50,917.0,2,378.0
Ethiopia,Sub-Saharan Africa,Air,HRDT,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",2009-01-26,2009-01-20,-6,On Time,3510,80730.0,2535,20083.74
South Africa,Sub-Saharan Africa,Truck,ARV,S. BUYS WHOLESALER,2009-05-17,2008-10-09,-220,On Time,1200,5772.0,Weight Captured Separately,
Tanzania,Sub-Saharan Africa,Air,HRDT,"Trinity Biotech, Plc",2009-01-19,2009-01-19,0,On Time,839,26848.0,284,3261.37
Nigeria,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2009-02-05,2009-02-05,0,On Time,5259,420720.0,1584,22775.45
Namibia,Sub-Saharan Africa,Air,HRDT,INVERNESS MEDICAL INNOVATIONS SOUTH AFRICA (PTY) LTD,2009-01-27,2009-01-27,0,On Time,7,490.0,See ASN-3110 (ID#:2173),
Guyana,Latin America & Caribbean,Air,HRDT,"Trinity Biotech, Plc",2009-03-17,2009-03-13,-4,On Time,1062,33984.0,355,4457.29
Guyana,Latin America & Caribbean,Air,HRDT,"Orgenics, Ltd",2009-03-17,2009-03-17,0,On Time,213,15336.0,64,1083.36
Vietnam,Asia,Air,ARV,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),2009-04-11,2009-04-11,0,On Time,336,2520.0,18,2525.73
Vietnam,Asia,Air,ARV,Aurobindo Pharma Limited,2009-04-07,2009-04-07,0,On Time,300,3345.0,See ASN-3561 (ID#:2297),
Rwanda,Sub-Saharan Africa,Air,HRDT,"Orgenics, Ltd",2009-04-01,2009-04-01,0,On Time,386,27020.0,88,3936.25
Haiti,Latin America & Caribbean,Air,ARV,BRISTOL-MYERS SQUIBB,2009-03-31,2009-03-31,0,On Time,80,560.0,See ASN-3675 (ID#:1046),
Haiti,Latin America & Caribbean,Air,ARV,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),2009-04-15,2009-04-15,0,On Time,1470,60417.0,362,2490.67
South Africa,Sub-Saharan Africa,Air,ARV,S. BUYS WHOLESALER,2009-03-17,2008-11-28,-109,On Time,1000,3970.0,Weight Captured Separately,
South Africa,Sub-Saharan Africa,Air,ARV,S. BUYS WHOLESALER,2009-03-17,2008-11-28,-109,On Time,3675,9371.25,Weight Captured Separately,
